,Original Value,Amendment Value,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,thresholds,Commodity Rule,Exemptions Rule,Estimated Trade Coverage,Commodity
2367,88084.91,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2385,58295.8,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Trash/Garbage Collection Services
2389,28594.65,0.0,Services,CA,00,00,2019,StatCan,Yes,Yes,No,Yes,Yes,No,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS AND SUPPLIES - RENTAL"
2412,17200.0,0.0,Services,CA,00,00,2019,PMPRB,Yes,Yes,No,No,Yes,No,Expert Witness
2413,18238.2,0.0,Goods,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,"Radio and Television Communications Equipment, Except Airborne"
2435,116900.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Construction of One and Two Dwelling Buildings
2444,72885.0,0.0,Construction,CA,71,00,2017,CBSA,Yes,Unknown,No,Yes,Yes,No,Security Systems Maintenance - Interior (built-in) Buildings
2451,11900.39,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
2453,113000.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Engineering Works, Not Elsewhere Specified"
2456,36442.5,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Consulting Services
2467,0.0,0.0,Services,CA,71,00,2018,CRA,Yes,Unknown,No,No,Yes,No,Information Products
2474,16096.5,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
2491,73732.5,-137295.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2495,22579.64,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Fire Fighting Equipment
2523,24135.55,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Refrigeration and Air Conditioning Components - Repair
2534,18816.0,18816.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
2539,9111.77,1055.55,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
2547,201394.25,165658.0,Services,CA,00,00,2018,DND,Yes,Yes,Unknown,No,Yes,No,"Security Printing, Paper Documents (including bonds)"
2548,24783.0,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Business Services / Modelling and Analysis
2561,65257.5,327592.65,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2567,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
2587,41782.55,0.0,Goods,CA,00,00,2017,ISC,Yes,Yes,No,Yes,Yes,No,"Dental Instruments, Equipment, and Supplies"
2601,113000.0,0.0,Services,CA,71,00,2019,DND,Yes,Unknown,No,No,Yes,No,Radar Technology (R&D)
2604,13393.33,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
2607,21369.43,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,No,Yes,No,Office Furniture - Installation
2616,20340.0,-10214.92,Construction,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
2662,59413.33,62257.25,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2681,10127.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Refrigeration and Air Conditioning Components - Repair
2692,129837.0,0.0,Services,CA,85,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Publications
2698,21215.75,5565.25,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
2717,68701.5,-4732.88,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Pilot Training Services, Aircraft"
2723,68135.2,1216.7,Services,CA,71,00,2018,CRA,Unknown,Unknown,No,Unknown,Yes,No,Information Products
2751,2025422.74,0.0,Services,CA,71,00,2018,DND,Yes,Unknown,Yes,No,Yes,No,Communications Security Equipment and Components - Repair
2771,15066.02,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software
2803,16950.0,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2806,39666.38,0.0,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Automated News Services
2818,12852.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Freight and Cargo Services
2871,22600.0,0.0,Goods,CA,00,00,2018,OSFI,Yes,Yes,No,Yes,Yes,No,Office Furniture
2907,14895.66,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
2921,146329.35,84478.8,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
2947,21770706.73,0.0,Services,CA,00,00,2019,DND,Yes,Yes,Yes,No,Yes,No,Electricity Services
2958,12996.77,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
2959,1033.66,8342.16,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
2965,0.0,0.0,Goods,CA,71,00,2017,HC,Yes,Unknown,No,Yes,Yes,No,Laboratory Equipment and Supplies
2980,250000.0,0.0,Services,CA,00,00,2018,OSFI,Yes,Yes,Unknown,No,Yes,No,Miscellaneous Communications Services
2993,75210.0,-11738.05,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Pilot Training Services, Aircraft"
2994,142703.75,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
2998,101097.74,0.0,Services,CA,00,00,2017,FCAC,No,Yes,Unknown,Yes,Yes,No,Budget Control Systems
3015,115452.86,99687.3,Services,CA,71,00,2017,CRA,Yes,Unknown,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
3040,11353.78,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
3049,65634.0,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
3050,3212.55,3412.98,Services,CA,00,00,2017,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
3085,16056.32,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3146,10717.42,900592.01,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
3171,44347.0,343452.2,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3172,17955.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
3173,50170738.0,0.0,Services,US,71,00,2018,DND,Yes,Unknown,Yes,No,Yes,No,Integrated Navigation Systems (R&D)
3178,13549.56,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Plumbing Fixtures and Accessories
3187,28702.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3200,12027.4,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Radio and Television Communications Equipment, Except Airborne"
3206,13980.36,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3210,148370.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Sewers/ Drainage
3225,121851.0,222166.34,Services,CA,00,00,2017,DFO,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
3236,60223.03,63890.66,Services,CA,71,00,2018,PHAC,Yes,Unknown,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies - Repair"
3246,24118.72,0.0,Services,CA,85,00,2018,CRCC,Yes,Unknown,No,Yes,Yes,No,Consulting Services
3249,102141.83,87550.14,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Consulting Services, Change Management / Organizational Development (CM/OD)"
3315,10131.24,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Bakery and Cereal Products (replaced by gsin N8920Z)
3323,0.0,0.0,Construction,CA,00,00,2018,DFO,Yes,Yes,No,Yes,Yes,No,Sewers and Drains
3331,84750.0,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,No,Yes,No,Professional Services / Financial Analysis
3332,167847.38,-77608.39,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3352,496370.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Construction of Commercial Buildings
3374,21033.13,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,No,Yes,No,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
3394,12504.65,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
3403,162838.0,41574.96,Goods,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software
3405,47326.86,-46773.34,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3414,47002.35,10622.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3434,45200.0,0.0,Services,CA,71,00,2018,StatCan,Unknown,Unknown,No,Yes,Yes,No,Database/Variable Imaging
3438,99462.6,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Pilot Training Services, Aircraft"
3450,134078.2,22842.68,Construction,FR,00,00,2019,GAC,Yes,Yes,No,Yes,Yes,No,Construction of Other Buildings
3459,31075.0,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3460,171618.75,61909.88,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3471,21712.95,241.26,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
3476,22995.5,454542.5,Services,CA,00,00,2017,DFO,Yes,Yes,No,Yes,Yes,No,Systems Integration of Informatics Commodities and Services
3478,28250.0,141250.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Concrete Work
3481,12342.46,0.0,Goods,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Electric Vehicular Lights and Fixtures
3487,67325.4,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3497,128566.0,54613.13,Services,CA,00,00,2018,CBSA,Yes,Yes,No,No,Yes,No,Veterinary Services
3529,160618.2,41584.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3535,12845.1,0.0,Services,CA,71,00,2018,NFB,No,Unknown,No,No,Yes,No,Audio Visual Production Services
3551,105666.3,54594.26,Services,CA,00,00,2017,CRA,Yes,Yes,No,No,Yes,No,Budget Control Systems
3557,34768.65,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
3569,163681.4,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3579,101930.0,69740.99,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Badges and Insignia
3591,10958.82,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Pipe, Tube and Rigid Tubing"
3592,55793.75,88987.5,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3595,15855.05,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
3597,15300.07,0.0,Services,US,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Office Furniture - Installation
3611,130601.83,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Specialized Shipping and Storage Containers
3617,22172.93,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Firefighting Equipment - Repair and Overhaul
3622,96050.0,153115.0,Services,US,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Internal and External Audits (Supply Arrangement PASS)
3631,138538.0,0.0,Goods,CA,87,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,Miscellaneous Items
3655,16556.4,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
3659,27726.22,110904.89,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3664,58268.64,0.0,Goods,CA,00,00,2017,FCAC,No,Yes,Yes,Yes,Yes,No,"ADP Central Processing Unit (CPU, Computer) Analog"
3668,11621.52,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
3673,180800.0,180800.0,Goods,CA,00,00,2017,DFO,Yes,Yes,Unknown,No,Yes,No,Logistics Support for U.S. Manufactured Military Equipment Currently Operated by Canadian Armed Forces (COLOG)
3688,22007.32,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
3710,20698.78,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
3711,10440.84,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
3720,48030.42,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Office Furniture
3728,86409.96,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Centrifugals, Separators, and Pressure and Vacuum Filters"
3753,153205.04,382.33,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3756,17075.2,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3779,37290.0,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3786,1371454.16,1011194.68,Services,US,71,00,2017,ESDC,Yes,Unknown,Yes,No,Yes,No,Information Products
3794,26250.0,0.0,Services,CA,00,00,2018,CBSA,Unknown,Yes,No,Unknown,Yes,No,Trash/Garbage Collection Services
3812,113000.0,248600.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3814,93966.5,0.0,Construction,CA,00,00,2018,DFO,Yes,Yes,No,Yes,Yes,No,Heating (except electric heating) and Air Conditioning
3834,40250.0,0.0,Services,CA,00,00,2018,DFO,Yes,Yes,No,No,Yes,No,Wind Energy Systems (R&D)
3837,8659.69,2224.92,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3847,77608.13,129346.87,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3856,12175.85,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3857,16161.6,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Refrigeration and Air Conditioning Components - Repair
3873,22935.5,118609.3,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3883,47460.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
3891,19660.0,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Other Engineering Studies
3917,24026.1,0.0,Goods,CA,00,00,2018,CGC,No,Yes,No,Yes,Yes,No,Office Furniture
3954,35256.0,40680.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
3973,116550.0,-38850.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4016,71533.97,70121.47,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
4035,20207.23,41584.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4036,131638.45,-74315.04,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4057,91060.2,83471.85,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4060,22695.05,0.0,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
4086,87462.0,61223.4,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4091,10509.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
4097,153205.04,4369.48,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4100,183060.0,108480.0,Services,CA,00,00,2017,FJA,Yes,Yes,Unknown,No,Yes,No,Language Translation and Interpretation
4112,31936.65,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,BACS - Building Automation Control Systems
4115,246111.13,48018.73,Services,CA,71,00,2017,CBSA,Yes,Unknown,Unknown,No,Yes,No,Telecommunications Network Services
4119,19118.04,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,"Fans, Air Circulators and Blower Equipment - Repair"
4123,275940.0,-15091.04,Services,CA,00,00,2018,DND,Yes,Yes,Unknown,No,Yes,No,"Pilot Training Services, Aircraft"
4125,12068.4,18645.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Consulting Services
4133,62700.0,50000.0,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Refrigeration and Air Conditioning Components - Repair
4134,30809.45,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Budget Control Systems
4142,10599.4,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
4147,165296.4,66534.4,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4155,14670.31,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4182,66896.0,0.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Yes,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
4183,11282.25,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
4187,12225.68,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Hose and Flexible Tubing
4204,147605.12,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,No,Yes,No,Miscellaneous Communications Services
4205,21893.75,20887.41,Services,CA,00,00,2018,CTA,Yes,Yes,No,Yes,Yes,No,"Consulting Services, Change Management / Organizational Development (CM/OD)"
4212,1139050.85,0.0,Services,CA,87,00,2018,DND,Yes,Unknown,Yes,No,Yes,No,Training Design
4223,27594.0,0.0,Services,CA,87,00,2018,CEO,Unknown,Unknown,No,Unknown,Yes,No,Consulting Services
4225,102869.39,-6854.34,Services,CA,00,00,2017,OSGG,Yes,Yes,No,Yes,Yes,No,"Hotels, Motels and Commercial Accommodation"
4256,7249.0,2904.1,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4263,11582.5,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Consulting Services
4273,99793.13,-36230.63,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
4275,12294.4,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4280,30234.28,43969.43,Services,CA,71,00,2018,HC,Yes,Unknown,No,Yes,Yes,No,Laboratory Equipment and Supplies - Repair
4281,77066.0,0.0,Services,CA,00,00,2018,DFO,Yes,Yes,No,No,Yes,No,Wind Energy Systems (R&D)
4294,50250.3,0.0,Services,GB,71,00,2018,DND,Unknown,Unknown,No,Unknown,Yes,No,"Automatic Data Processing Equipment, System Configuration - Repair"
4309,0.0,0.0,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"Headsets, Handsets, Microphones and Speakers"
4330,2459075.0,565000.0,Services,CA,00,00,2018,CBSA,Yes,Yes,Yes,No,Yes,No,"Health and Allied Services, Not Elsewhere Specified"
4341,13313.5,0.0,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,Office Furniture
4352,24987.69,0.0,Services,CA,00,00,2017,VAC,Yes,Yes,No,No,Yes,No,General Office Help
4355,388173.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Construction of One and Two Dwelling Buildings
4364,33561.0,8362.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4368,88084.91,-21369.72,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4393,93131.98,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4412,158482.5,246679.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4413,120684.0,170178.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4414,70497.0,46998.0,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4418,13560.0,-1752.63,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
4419,171025.31,253519.88,Services,CA,87,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Budget Control Systems
4439,84788.14,-49512.65,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4458,1669437.0,1640760.0,Services,CA,00,00,2017,ESDC,Yes,Yes,Yes,No,Yes,No,Publications
4465,10377.58,0.0,Goods,CO,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Cleaning and Polishing Compounds and Preparations
4480,11420.06,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
4481,64635.3,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Vehicles, All Terrain, ATV, Wheeled (Except Military Configuration)"
4488,59604.55,0.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Headsets, Handsets, Microphones and Speakers - Repair"
4498,47648.15,45200.0,Services,CA,00,00,2018,OSGG,Unknown,Yes,No,Yes,Yes,No,Publications
4503,115825.0,271200.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4511,21187.5,3390.0,Services,CA,00,00,2019,CRCC,Yes,Yes,No,Yes,Yes,No,Consulting Services
4512,28142.65,0.0,Services,CA,71,00,2018,CRCC,Yes,Unknown,No,Yes,Yes,No,MISCELLANEOUS ITEMS - LEASING
4525,11305.2,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Vehicular Brake, Steering, Axle, Wheel and Track Components"
4538,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
4539,10471.65,0.0,Construction,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Other Floor Laying and Wall Papering Work
4540,65856.4,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Budget Control Systems
4543,24021.49,-17135.71,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Plumbing Contractor Services
4554,47647.3,86199.89,Services,CA,05,00,2017,CRA,Yes,Unknown,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
4572,25688.0,0.0,Services,CA,00,00,2018,OSGG,Yes,Yes,No,No,Yes,No,Communication Support Products
4582,170171.67,-40175.98,Services,CA,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
4602,39154.5,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,No,Yes,No,First Aid Training Courses
