,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
1652,3000640628,499999.01,CCFTA,Services,D302,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1661,3000641783,152170.85,CCFTA,Services,K100,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1669,3000644165,33258.91,CCFTA,Services,JX39,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1678,3000646525,105000.0,CCFTA,Services,JX63,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1688,3000653192,185550.0,CCFTA,Services,T002,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1696,3000656485,61032.18,CCFTA,Services,JX41,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1708,3000666755,120333.7,CCFTA,Services,B109,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1718,3000666457,115794.0,CCFTA,Services,K100,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1732,3000676494,65568.84,CCFTA,Services,JX66,71,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1742,3000675471,649999.73,CCFTA,Services,D302,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1753,3000673016,137954.25,CCFTA,Services,K100,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1769,201908690A,141810.0,CCFTA,Goods,6640,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1782,80002224,933856.08,CCFTA,Goods,7021,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1793,80002225,740868.68,CCFTA,Goods,7020,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1804,20190916A,168227.71,CCFTA,Goods,6640,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1817,3000686789,136027.5,CCFTA,Services,B109,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1833,3000687150,76275.0,CCFTA,Services,B109,00,Amendment,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1851,80002258,186450.0,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1862,80002315,1049578.56,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1878,3000685011,46035.99,CCFTA,Services,K199,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1890,3000686103,157500.0,CCFTA,Services,B103,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1919,3000688340,147928.55,CCFTA,Services,JX39,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1941,7200001746,113141.25,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1950,7200001763,20340.0,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1959,7200001771,79100.0,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1968,20190624A,67416.87,CCFTA,Services,JX66,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1977,20190999A,1364401.66,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1988,20191019C,152502.48,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1995,20191026A,127268.73,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2004,20191030A,125397.8,CCFTA,Services,JX70,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2025,7200001788,19950.0,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2034,7200001789,33278.5,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2045,3000687669,72772.0,CCFTA,Services,B109,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2069,3000688035,394152.05,CCFTA,Services,B109,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2102,7200001794,11250.75,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2136,3000688649,84000.0,CCFTA,Services,K107,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2147,3000688685,94666.88,CCFTA,Services,JX41,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2163,3000689011,29695.27,CCFTA,Services,B109,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2181,3000689077,499460.0,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2200,20191103A,938220.74,CCFTA,Services,D302,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2211,20191110A,66990.0,CCFTA,Goods,7030,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2219,3000689386,113000.0,CCFTA,Services,G009,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2255,20190932A,289845.0,CCFTA,Goods,7110,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2294,3000690530,452000.0,CCFTA,Services,D302,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2320,20200063A,38166.48,CCFTA,Services,JX70,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2352,20200053A,279725.85,CCFTA,Services,JX70,71,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2394,3000691015,113000.0,CCFTA,Services,R019,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2446,7200001820,14124.44,CCFTA,Services,R006,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2472,3000691608,113000.0,CCFTA,Services,R019,00,Contract,2019,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2552,3000549710,282500.0,CCFTA,Services,G199,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2564,3000639229,98581.1,CCFTA,Services,K105,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2574,3000561162,318652.62,CCFTA,Services,B109,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2584,20140124A,5944112.54,CCFTA,Services,T014,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2593,3000563359,339000.0,CCFTA,Services,U004,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2602,3000569149,71399.18,CCFTA,Services,K100,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2622,7200001061,73224.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2631,7200001062,282161.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2641,7200001185,69212.5,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2650,7200001455,7119.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2661,7100000486,982987.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2673,7200001191,57347.55,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2682,3000614260,13077.0,CCFTA,Services,F006,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2692,7200001198,169500.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702,3000615472,127045.8,CCFTA,Services,K100,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2710,7200001219,49437.5,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2719,3000616340,414769.95,CCFTA,Services,K100,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2728,3000612816,116619.83,CCFTA,Services,K100,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2747,7200001276,50850.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2759,7200001314,5650.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2768,7200001311,10381.88,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2778,7200001310,48448.75,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2787,7200001312,10380.9,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2796,7200001313,5649.74,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2826,3000639211,54032.16,CCFTA,Services,K105,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2837,7200001365,9887.5,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2850,3000643107,52658.0,CCFTA,Services,B109,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2861,80000475,200971.41,CCFTA,Goods,7021,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2869,80000473,242883.64,CCFTA,Goods,7021,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2879,3000641617,24998.99,CCFTA,Services,B509,85,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2889,20171198A,293367.71,CCFTA,Services,D317,71,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2924,20171509A,118887.3,CCFTA,Services,JX70,71,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2932,20171430A,1275746.51,CCFTA,Services,JX70,71,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2949,7200001441,33900.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2958,3000643122,16950.0,CCFTA,Services,B109,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2971,7200001438,49042.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2981,3000639942,78540.0,CCFTA,Services,R115,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2989,7200001438,49042.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2997,7200001441,33900.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3005,7200001419,30510.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3014,7200001426,117075.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3023,7200001427,10500.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3032,7200001426,117075.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3042,3000638332,406900.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3051,7200001431,10320.01,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3060,7200001432,10320.01,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3069,7200001439,26645.4,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3078,7200001440,16272.0,CCFTA,Services,D302,00,Amendment,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3088,7200001439,26645.4,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3097,7200001440,16272.0,CCFTA,Services,D302,00,Contract,2017,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,AAFC,Department of Agriculture and Agri-Food ,AAFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
