,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
3179,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
3229,106018.86,WTO-AGP,Goods,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Miscellaneous Items
3243,114346.96,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Budget Control Systems
3246,16277.21,CFTA,Goods,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Power Transmission Equipment, Miscellaneous"
3250,71859.38,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3272,12510.57,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
3281,30123.45,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing - Repair
3302,264870.63,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,Unknown,No,Yes,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
3312,18295.2,CFTA,Goods,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Tents and Tarpaulins
3314,38921.82,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
3318,133311.75,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,Training Analysis and Design Courses
3346,24753.75,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
3362,31775.0,WTO-AGP,Services,CA,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,Consulting Services
3364,11071.84,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3386,30290.11,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Construction Services, Not Elsewhere Specified"
3408,19582.16,NAFTA,Services,US,85,0,2017,GAC,Yes,Unknown,No,No,Yes,Relocation Services
3421,28896.0,NAFTA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Language Training Services
3426,5650000.0,CETA,Services,CA,0,0,2019,DND,Yes,Yes,Yes,No,Yes,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
3475,40680.0,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
3482,51773.84,WTO-AGP,Goods,CA,0,0,2018,StatCan,Yes,Yes,No,Yes,Yes,Telephone and Telegraph Equipment
3498,31856.0,NAFTA,Services,US,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Antennas, Waveguides and Related Equipment - Repair and Overhaul"
3505,119750.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
3509,39990.4,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Yes,Yes,Multipart Forms
3511,40976.25,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"Cabinets, Lockers, Bins and Shelving"
3515,11300.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
3521,24692.76,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"Cabinets, Lockers, Bins and Shelving - Installation"
3536,71277.21,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
3567,29859.12,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
3581,22638.58,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,"Fans, Air Circulators and Blower Equipment - Repair"
3582,132611.85,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
3586,15614.34,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Language Training Services
3602,46483.67,CFTA,Construction,CA,0,0,2017,GAC,Unknown,Yes,No,Unknown,Yes,Other Installation Work
3652,16861.77,CETA,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Headsets, Handsets, Microphones and Speakers"
3682,21215.75,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
3694,37290.0,WTO-AGP,Goods,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Office Supplies
3703,270000.0,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,Budget Control Systems
3707,88722.01,WTO-AGP,Goods,US,71,0,2018,DND,Yes,Unknown,No,Yes,Yes,"Antennas, Waveguides and Related Equipment"
3729,75000.0,NAFTA,Services,PE,87,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Consulting Services
3752,24338.16,NAFTA,Goods,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Power and Hand Pumps
3761,22420.13,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
3797,55983.06,WTO-AGP,Goods,CA,0,0,2017,CTA,Yes,Yes,No,Yes,Yes,Video Recording and Reproduction Equipment
3842,102777.65,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
3850,27208.71,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
3884,125091.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
3886,48166.25,WTO-AGP,Services,CA,0,0,2018,VAC,Yes,Yes,No,No,Yes,Budget Control Systems
3907,25990.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
3935,19606.48,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
3937,39925.76,WTO-AGP,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Office Supplies
3957,12419.09,NAFTA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Clothing, Special Purpose"
3980,48416.73,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
4005,12304.11,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
4041,32162.63,WTO-AGP,Services,CA,0,0,2018,CAS,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4042,18809.43,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
4088,104651.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4089,15162.02,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Airframe Structural Components
4112,234833.29,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Agriculture (R&D)
4113,164347.2,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4131,12105.45,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4171,14939.28,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing
4180,116975.7,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
4217,39369.56,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,"Automatic Data Processing Equipment, System Configuration - Repair"
4218,118464.0,WTO-AGP,Services,CN,0,0,2018,GAC,Yes,Yes,No,No,Yes,Grounds Maintenance
4234,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4236,26785.0,WTO-AGP,Goods,CA,71,0,2017,ATSSC,Yes,Unknown,No,Yes,Yes,ADP Software
4246,52500.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4247,344375.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Snow Plowing and Removal
4255,90400.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4263,46889.42,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Components
4268,20114.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
4273,24408.0,NAFTA,Services,CA,87,0,2017,CBSA,Yes,Unknown,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
4278,51413.96,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Hose, Pipe, Tube, Lubrication, and Railing Fittings"
4286,27459.58,NAFTA,Services,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Electric Portable and Hand Lighting Equipment - Repair
4287,18825.8,CFTA,Goods,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Household Furnishings
4289,19198.0,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Centrifugals, Separators, and Pressure and Vacuum Filters"
4291,34474.1,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
4339,30560.36,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
4343,108691.88,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4349,10196.22,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4360,113000.0,WTO-AGP,Services,CA,71,0,2017,OSFI,Yes,Unknown,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
4368,137356.79,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4383,10297.16,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
4386,78520.88,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4396,14875.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
4400,108970.03,CETA,Goods,GB,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Packing and Gasket Material
4401,33900.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4420,39867.77,NAFTA,Services,AU,87,0,2018,GAC,Yes,Unknown,No,No,Yes,"Hotels, Motels and Commercial Accommodation"
4442,77965.48,WTO-AGP,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4454,17594.1,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
4497,24916.5,NAFTA,Services,CA,85,0,2017,INFC,No,Unknown,No,Yes,Yes,Business Training
4501,13545.0,CFTA,Goods,CA,0,0,2019,CSC,Unknown,Yes,No,Unknown,Yes,Textile Fabrics
4504,174477.28,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Materials Handling Equipment/NonSelf -Propelled
4515,135099.51,CETA,Services,US,0,0,2018,TC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4540,90077.95,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Laboratory Equipment and Supplies
4552,16813.13,CFTA,Services,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Sewage Treatment Equipment - Repair
4553,22797.92,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Printing of Envelopes
4573,35511.39,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
4588,22753.55,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
4596,145182.15,CETA,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
4603,51254.95,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
4605,74447.79,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Armor, Personal"
4613,24916.5,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4624,12723.18,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Lubrication and Fuel Dispensing Equipment
4627,12526.24,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
4630,11201.0,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Office Furniture
4640,21637.45,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4667,49628.33,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4687,49979.9,CFTA,Services,CA,0,0,2019,CBSA,Unknown,Yes,No,Unknown,Yes,Business Services
4689,28535.89,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4701,11526.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4706,121373.3,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
4712,28250.0,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Media Monitoring Services
4729,15583.45,WTO-AGP,Goods,CA,0,0,2017,HC,Yes,Yes,No,Yes,Yes,Drugs and Biologicals
4753,52297.88,NAFTA,Services,CA,0,0,2017,CAS,Yes,Yes,No,No,Yes,Commercial Security Guard and Related Services
4781,105052.71,NAFTA,Services,CA,0,0,2017,CNSC,Yes,Yes,Unknown,No,Yes,General Office Help
4802,619275.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
4804,140120.0,NAFTA,Services,CA,0,0,2019,SWC,Yes,Yes,Yes,No,Yes,Strategic Communication Services
4807,19660.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
4827,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
4834,16950.65,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
4842,24135.55,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Refrigeration and Air Conditioning Components - Repair
4844,5000000.0,WTO-AGP,Services,CA,71,0,2017,DND,Yes,Unknown,Yes,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
4855,41417.31,NAFTA,Services,CA,71,0,2017,CRA,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
4888,40680.0,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Unknown,Yes,General Office Help
4943,10782.0,WTO-AGP,Goods,CA,0,0,2017,HC,Yes,Yes,No,Yes,Yes,Drugs and Biologicals
4974,22901.61,NAFTA,Goods,US,0,1,2018,DND,Yes,Yes,No,Yes,Unknown,Ship and Marine Miscellaneous Equipment
4994,40703.39,WTO-AGP,Services,US,71,0,2018,CRCC,Yes,Unknown,No,No,Yes,Information Products
4995,30058.3,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Software
5013,386883.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"Pilot Training Services, Aircraft"
5097,706444.36,WTO-AGP,Services,CA,0,0,2019,DND,Yes,Yes,Yes,No,Yes,"Measuring Instruments-Design, Development, Modification: Science and Technology Related (R&D)"
5100,10874.81,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Multipart Forms
5147,30000.0,NAFTA,Construction,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
5151,14508.46,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
5200,97889.23,NAFTA,Services,CA,87,0,2018,PPSC,No,Unknown,Unknown,No,Yes,Commercial Security Guard and Related Services
5207,20128.01,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,No,Yes,"Hotels, Motels and Commercial Accommodation"
5214,25357.2,WTO-AGP,Services,CA,0,0,2018,GAC,Yes,Yes,No,No,Yes,General Office Help
5220,11082.68,CFTA,Goods,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,ADP Input-Output and Storage Devices
5277,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5280,68932.53,WTO-AGP,Services,CA,86,0,2019,CEO,Yes,Unknown,No,No,Yes,Telecommunications Network Services
5289,30611.22,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
5292,32723.25,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
5301,36572.21,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Hazardous Material Spill Containment and Clean-up Equipment and Material
5328,26162.33,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5334,12916.8,CETA,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,Stationery and Record Forms
5337,24860.0,CFTA,Services,CA,0,0,2019,CSC,Unknown,Yes,No,Unknown,Yes,TRAILERS - RENTAL
5357,40340.83,CETA,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Hazard-Detecting Instruments and Apparatus
5363,23350.32,CFTA,Services,CA,0,0,2018,CBSA,Unknown,Yes,No,Unknown,Yes,Language Training Services
5384,166110.13,NAFTA,Services,CA,0,0,2017,LAC,Yes,Yes,Yes,No,Yes,"Expositions, Design and Fabrication Services"
5391,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5392,19700.21,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
5395,1041605.75,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,"Intercommunication and Public Address Systems, except Airborne - Repair and Overhaul"
5405,58731.75,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5409,101169.55,CETA,Goods,CA,71,0,2019,GAC,Yes,Unknown,No,Yes,Yes,ADP Software
5414,109752.37,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
5418,155319.0,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Packing and Gasket Material
5433,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5436,10622.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
5458,11391.53,WTO-AGP,Services,CA,0,0,2017,GAC,Yes,Yes,No,No,Yes,Transportation and Charters
5472,16046.0,WTO-AGP,Services,CA,85,0,2018,CBSA,Yes,Unknown,No,No,Yes,Business Training
5481,16272.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
5485,66775.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Roofing and Waterproofing
5499,32933.25,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
5511,400000.0,WTO-AGP,Services,CA,0,0,2017,CAS,Yes,Yes,Yes,No,Yes,Language Translation and Interpretation
5527,14015.46,WTO-AGP,Services,CA,85,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Conference Space and Facilities
5557,41697.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5574,298699.0,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Building Fire Protection Systems
5583,10560.37,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,"Forms, Continuous"
5622,14359.8,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
5642,16839.76,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Gases, Compressed and Liquified"
5645,10729.19,WTO-AGP,Goods,US,71,0,2017,MGERC,No,Unknown,No,Yes,Yes,ADP Software
5653,13375.8,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
5673,80560.04,NAFTA,Services,SG,87,0,2018,GAC,Yes,Unknown,Unknown,No,Yes,"Hotels, Motels and Commercial Accommodation"
5686,12366.7,CETA,Services,CA,0,0,2017,VAC,Yes,Yes,No,No,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
5689,64138.8,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
5690,67162.68,NAFTA,Services,CA,0,0,2018,PHAC,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
5694,10010.83,NAFTA,Services,US,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
5706,176789.63,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Earthmoving and Excavating Equipment
5742,147719.25,WTO-AGP,Goods,CA,0,0,2017,PHAC,Yes,Yes,No,Yes,Yes,Drugs and Biologicals
5757,148312.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
5765,81937.5,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Badges and Insignia
5799,1588295.69,WTO-AGP,Services,CA,0,0,2019,ESDC,Yes,Yes,Yes,No,Yes,Economic Studies / Modelling and Analysis
5813,42230.56,WTO-AGP,Goods,JP,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
5841,11224.23,CETA,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Headsets, Handsets, Microphones and Speakers"
5847,17271.35,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Miscellaneous Electric Power and Distribution Equipment - Repair
5894,133023.6,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Administrative Services
5899,72037.5,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
5930,6729.15,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Yes,Yes,Advertising
5938,27766.68,NAFTA,Services,CA,71,0,2017,DND,Yes,Unknown,No,Yes,Yes,"Drafting, Surveying and Mapping Instruments - Repair"
5962,24999.0,CFTA,Services,CA,0,0,2018,CAS,Unknown,Yes,No,Unknown,Yes,Informatics Professional Services
5975,17854.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
5980,114962.0,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,No,Yes,Internet Communication Services
5992,41417.31,NAFTA,Services,CA,71,0,2018,CRA,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
5996,17936.1,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
6003,157216.5,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Milling Machines
6012,234616.0,WTO-AGP,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Construction of Other Buildings
6019,101691.87,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
6042,10949.02,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
6058,52706.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Landscaping and Horticultural Services
6061,17357.93,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
6097,28250.0,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Press Service
6128,42903.84,CFTA,Services,CA,0,0,2018,CBSA,Unknown,Yes,No,Unknown,Yes,Business Services
6130,131416.43,WTO-AGP,Services,CA,85,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
6133,30411.8,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Physical Properties Testing and Inspection Equipment - Repair and Overhaul
6140,36650.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Rock, Stone Crushing Services"
6146,15723.72,NAFTA,Services,CU,85,0,2017,GAC,Yes,Unknown,No,No,Yes,Commercial Security Guard and Related Services
6156,42932.66,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Seminars
6175,173707.5,CETA,Goods,CA,71,0,2017,CSC,Yes,Unknown,No,Yes,Yes,"Medical and Surgical Instruments, Equipment and Supplies"
6185,196681.1,NAFTA,Services,CO,0,0,2017,GAC,Yes,Yes,Yes,No,Yes,Relocation Services
